field_name,definition,data_type,required_or_optional,permitted_values,null_treatment,source_of_truth,validation_rule,example,prohibited_use,relationship_to_other_registers
source_id,source id,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,source_id_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
repository_path,repository path,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,repository_path_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
title,title,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,title_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
source_disposition,source disposition,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,source_disposition_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
authority_state,authority state,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,authority_state_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
sha256,sha256,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,sha256_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
byte_length,byte length,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,byte_length_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
git_blob,git blob,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,git_blob_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
canonical_representation,canonical representation,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,canonical_representation_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
controlling_version,controlling version,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,controlling_version_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
implementation_use,implementation use,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,implementation_use_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
duplicate_cluster_id,duplicate cluster id,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,duplicate_cluster_id_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
content_differs_from_canonical,content differs from canonical,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,content_differs_from_canonical_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
founder_disposition_required,founder disposition required,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,founder_disposition_required_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
