field_name,definition,data_type,required_or_optional,permitted_values,null_treatment,source_of_truth,validation_rule,example,prohibited_use,relationship_to_other_registers
authority_state,authority state,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_authority_state,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
byte_length,byte length,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_byte_length,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
canonical_representation,canonical representation,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_canonical_representation,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
content_differs_from_canonical,content differs from canonical,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_content_differs_from_canonical,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
controlling_version,controlling version,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_controlling_version,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
duplicate_cluster_id,duplicate cluster id,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_duplicate_cluster_id,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
founder_disposition_required,founder disposition required,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_founder_disposition_required,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
git_blob,git blob,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_git_blob,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
implementation_use,implementation use,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_implementation_use,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
repository_path,repository path,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_repository_path,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
sha256,sha256,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_sha256,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
source_disposition,source disposition,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_source_disposition,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
source_id,source id,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_source_id,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
title,title,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,08_SOURCE_RECONCILIATION/SOURCE_AUTHORITY_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_title,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
