field_name,definition,data_type,required_or_optional,permitted_values,null_treatment,source_of_truth,validation_rule,example,prohibited_use,relationship_to_other_registers
decision_id,decision id,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,decision_id_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
question_presented,question presented,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,question_presented_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
decision_frame_only,decision frame only,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,decision_frame_only_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
relevant_evidence,relevant evidence,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,relevant_evidence_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
options,options,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,options_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
recommended_option,recommended option,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,recommended_option_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
consequence_if_approved,consequence if approved,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,consequence_if_approved_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
consequence_if_deferred,consequence if deferred,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,consequence_if_deferred_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
consequence_if_rejected,consequence if rejected,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,consequence_if_rejected_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
consequence_if_remediation_required,consequence if remediation required,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,consequence_if_remediation_required_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
authority_granted_by_approval,authority granted by approval,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,authority_granted_by_approval_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
authority_not_granted,authority not granted,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,authority_not_granted_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
implementation_effect,implementation effect,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,implementation_effect_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
activation_effect,activation effect,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,activation_effect_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
unresolved_risks,unresolved risks,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,FOUNDER_DECISION_PACKET.csv,required column present; enum and relationship checks where implemented,unresolved_risks_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
