counterpart_id,base_identity,paths,determination
T1D08-FMT-0004,docs/canon/MASTER_AI_FOUNDER_DECISION_REGISTER_V2_0,docs/canon/MASTER_AI_FOUNDER_DECISION_REGISTER_V2_0.json;docs/canon/MASTER_AI_FOUNDER_DECISION_REGISTER_V2_0.md,FORMAT_COUNTERPART_OR_PRESENTATION_COPY_REQUIRES_ROW_REVIEW
T1D08-FMT-0035,docs/canon/MASTER_PRODUCT_VISION,docs/canon/MASTER_PRODUCT_VISION.md;docs/canon/MASTER_PRODUCT_VISION.pdf,FORMAT_COUNTERPART_OR_PRESENTATION_COPY_REQUIRES_ROW_REVIEW
T1D08-FMT-0054,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.docx;docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.md,FORMAT_COUNTERPART_OR_PRESENTATION_COPY_REQUIRES_ROW_REVIEW
T1D08-FMT-0055,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.docx;docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.md,FORMAT_COUNTERPART_OR_PRESENTATION_COPY_REQUIRES_ROW_REVIEW
T1D08-FMT-0058,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx;docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,FORMAT_COUNTERPART_OR_PRESENTATION_COPY_REQUIRES_ROW_REVIEW
T1D08-FMT-0060,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx;docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,FORMAT_COUNTERPART_OR_PRESENTATION_COPY_REQUIRES_ROW_REVIEW
T1D08-FMT-0061,docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE,docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE.docx;docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE.md,FORMAT_COUNTERPART_OR_PRESENTATION_COPY_REQUIRES_ROW_REVIEW
T1D08-FMT-0063,docs/canon/adopted_sources/MASTER_FACILITY_DOMAIN_MODEL_V2_1_ADOPTED_SOURCE,docs/canon/adopted_sources/MASTER_FACILITY_DOMAIN_MODEL_V2_1_ADOPTED_SOURCE.docx;docs/canon/adopted_sources/MASTER_FACILITY_DOMAIN_MODEL_V2_1_ADOPTED_SOURCE.md,FORMAT_COUNTERPART_OR_PRESENTATION_COPY_REQUIRES_ROW_REVIEW
T1D08-FMT-0064,docs/canon/adopted_sources/MASTER_HORSE_LIFECYCLE_V3_1_ADOPTED_SOURCE,docs/canon/adopted_sources/MASTER_HORSE_LIFECYCLE_V3_1_ADOPTED_SOURCE.docx;docs/canon/adopted_sources/MASTER_HORSE_LIFECYCLE_V3_1_ADOPTED_SOURCE.md,FORMAT_COUNTERPART_OR_PRESENTATION_COPY_REQUIRES_ROW_REVIEW
T1D08-FMT-0068,docs/canon/adopted_sources/MASTER_PLATFORM_EXTENSIBILITY_AND_PLUGIN_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE,docs/canon/adopted_sources/MASTER_PLATFORM_EXTENSIBILITY_AND_PLUGIN_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx;docs/canon/adopted_sources/MASTER_PLATFORM_EXTENSIBILITY_AND_PLUGIN_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,FORMAT_COUNTERPART_OR_PRESENTATION_COPY_REQUIRES_ROW_REVIEW
