required_label_1,required_label_2,review_cycle,lane,runtime,thread_context_id,source_thread_id,timestamp_utc,decision_id,subject,recommendation_adrs,formal_adrs,semantic_classification,semantic_severity,semantic_finding_ids,base_register_status,terminal_trace_status,approval_classification,approval_severity,approval_finding_id,evidence,output_hash_reference
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,ES-REV-2026-002,CMT-03,"Generic controlled Codex thread; GPT-5 family; exact model ID not exposed",019f810e-f196-7bb0-9c28-319a61251f80,019f8104-9235-7f03-8a3e-c68d4b199e09,2026-07-20T19:52:11Z,REL-FD-001,Canonical relationship model,ADR-REL-001;ADR-REL-007,ADR-REL-001;ADR-REL-007,EXACTLY_ALIGNED,,,PENDING,FOUNDER_APPROVED_AS_RECOMMENDED,MISSING_TRACEABILITY,P1,CMT03-P1-003,"FOUNDER_DECISION_REGISTER.csv:2;FOUNDER_DECISION_TO_FORMAL_ADR_TRACEABILITY.csv:2",OUTPUT_MANIFEST.json
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,ES-REV-2026-002,CMT-03,"Generic controlled Codex thread; GPT-5 family; exact model ID not exposed",019f810e-f196-7bb0-9c28-319a61251f80,019f8104-9235-7f03-8a3e-c68d4b199e09,2026-07-20T19:52:11Z,REL-FD-002,Relationship taxonomy,ADR-REL-001;ADR-REL-002,ADR-REL-001;ADR-REL-002,EXACTLY_ALIGNED,,,PENDING,FOUNDER_APPROVED_AS_RECOMMENDED,MISSING_TRACEABILITY,P1,CMT03-P1-003,"FOUNDER_DECISION_REGISTER.csv:3;FOUNDER_DECISION_TO_FORMAL_ADR_TRACEABILITY.csv:3",OUTPUT_MANIFEST.json
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,ES-REV-2026-002,CMT-03,"Generic controlled Codex thread; GPT-5 family; exact model ID not exposed",019f810e-f196-7bb0-9c28-319a61251f80,019f8104-9235-7f03-8a3e-c68d4b199e09,2026-07-20T19:52:11Z,REL-FD-003,Ownership and custody claims,ADR-REL-001;ADR-REL-004;ADR-REL-007,ADR-REL-001;ADR-REL-004;ADR-REL-007,EXACTLY_ALIGNED,,,PENDING,FOUNDER_APPROVED_AS_RECOMMENDED,MISSING_TRACEABILITY,P1,CMT03-P1-003,"FOUNDER_DECISION_REGISTER.csv:4;FOUNDER_DECISION_TO_FORMAL_ADR_TRACEABILITY.csv:4",OUTPUT_MANIFEST.json
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,ES-REV-2026-002,CMT-03,"Generic controlled Codex thread; GPT-5 family; exact model ID not exposed",019f810e-f196-7bb0-9c28-319a61251f80,019f8104-9235-7f03-8a3e-c68d4b199e09,2026-07-20T19:52:11Z,REL-FD-004,Organization and facility separation,ADR-REL-005;ADR-REL-007,ADR-REL-005;ADR-REL-007,EXACTLY_ALIGNED,,,PENDING,FOUNDER_APPROVED_AS_RECOMMENDED,MISSING_TRACEABILITY,P1,CMT03-P1-003,"FOUNDER_DECISION_REGISTER.csv:5;FOUNDER_DECISION_TO_FORMAL_ADR_TRACEABILITY.csv:5",OUTPUT_MANIFEST.json
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,ES-REV-2026-002,CMT-03,"Generic controlled Codex thread; GPT-5 family; exact model ID not exposed",019f810e-f196-7bb0-9c28-319a61251f80,019f8104-9235-7f03-8a3e-c68d4b199e09,2026-07-20T19:52:11Z,REL-FD-005,Delegation baseline,ADR-REL-003;ADR-REL-006,ADR-REL-003;ADR-REL-006,EXACTLY_ALIGNED,,,PENDING,FOUNDER_APPROVED_AS_RECOMMENDED,MISSING_TRACEABILITY,P1,CMT03-P1-003,"FOUNDER_DECISION_REGISTER.csv:6;ADR-REL-003_FORMAL.md:25;FOUNDER_DECISION_TO_FORMAL_ADR_TRACEABILITY.csv:6",OUTPUT_MANIFEST.json
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,ES-REV-2026-002,CMT-03,"Generic controlled Codex thread; GPT-5 family; exact model ID not exposed",019f810e-f196-7bb0-9c28-319a61251f80,019f8104-9235-7f03-8a3e-c68d4b199e09,2026-07-20T19:52:11Z,REL-FD-006,Delegation acceptance,ADR-REL-003;ADR-REL-006,ADR-REL-003;ADR-REL-006,EXACTLY_ALIGNED,,,PENDING,FOUNDER_APPROVED_AS_RECOMMENDED,MISSING_TRACEABILITY,P1,CMT03-P1-003,"FOUNDER_DECISION_REGISTER.csv:7;ADR-REL-003_FORMAL.md:27;FOUNDER_DECISION_TO_FORMAL_ADR_TRACEABILITY.csv:7",OUTPUT_MANIFEST.json
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,ES-REV-2026-002,CMT-03,"Generic controlled Codex thread; GPT-5 family; exact model ID not exposed",019f810e-f196-7bb0-9c28-319a61251f80,019f8104-9235-7f03-8a3e-c68d4b199e09,2026-07-20T19:52:11Z,REL-FD-007,Concurrent and conflicting relationships,ADR-REL-001;ADR-REL-004;ADR-REL-006;ADR-REL-007,ADR-REL-001;ADR-REL-004;ADR-REL-006;ADR-REL-007,EXACTLY_ALIGNED,,,PENDING,FOUNDER_APPROVED_AS_RECOMMENDED,MISSING_TRACEABILITY,P1,CMT03-P1-003,"FOUNDER_DECISION_REGISTER.csv:8;FOUNDER_DECISION_TO_FORMAL_ADR_TRACEABILITY.csv:8",OUTPUT_MANIFEST.json
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,ES-REV-2026-002,CMT-03,"Generic controlled Codex thread; GPT-5 family; exact model ID not exposed",019f810e-f196-7bb0-9c28-319a61251f80,019f8104-9235-7f03-8a3e-c68d4b199e09,2026-07-20T19:52:11Z,REL-FD-008,Care Circle model,ADR-REL-005,ADR-REL-005,EXACTLY_ALIGNED,,,PENDING,FOUNDER_APPROVED_AS_RECOMMENDED,MISSING_TRACEABILITY,P1,CMT03-P1-003,"FOUNDER_DECISION_REGISTER.csv:9;FOUNDER_DECISION_TO_FORMAL_ADR_TRACEABILITY.csv:9",OUTPUT_MANIFEST.json
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,ES-REV-2026-002,CMT-03,"Generic controlled Codex thread; GPT-5 family; exact model ID not exposed",019f810e-f196-7bb0-9c28-319a61251f80,019f8104-9235-7f03-8a3e-c68d4b199e09,2026-07-20T19:52:11Z,REL-FD-009,Emergency contacts,ADR-REL-005,ADR-REL-005,EXACTLY_ALIGNED,,,PENDING,FOUNDER_APPROVED_AS_RECOMMENDED,MISSING_TRACEABILITY,P1,CMT03-P1-003,"FOUNDER_DECISION_REGISTER.csv:10;FOUNDER_DECISION_TO_FORMAL_ADR_TRACEABILITY.csv:10",OUTPUT_MANIFEST.json
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,ES-REV-2026-002,CMT-03,"Generic controlled Codex thread; GPT-5 family; exact model ID not exposed",019f810e-f196-7bb0-9c28-319a61251f80,019f8104-9235-7f03-8a3e-c68d4b199e09,2026-07-20T19:52:11Z,REL-FD-010,Relationship disputes,ADR-REL-004;ADR-REL-005;ADR-REL-006,ADR-REL-004;ADR-REL-005;ADR-REL-006,EXACTLY_ALIGNED,,,PENDING,FOUNDER_APPROVED_AS_RECOMMENDED,MISSING_TRACEABILITY,P1,CMT03-P1-003,"FOUNDER_DECISION_REGISTER.csv:11;FOUNDER_DECISION_TO_FORMAL_ADR_TRACEABILITY.csv:11",OUTPUT_MANIFEST.json
