field_name,definition,data_type,required_or_optional,permitted_values,null_treatment,source_of_truth,validation_rule,example,prohibited_use,relationship_to_other_registers
repository,repository,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,repository_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
pr_number,pr number,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,pr_number_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
title,title,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,title_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
base_branch,base branch,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,base_branch_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
base_sha,base sha,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,base_sha_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
head_branch,head branch,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,head_branch_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
head_sha,head sha,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,head_sha_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
draft_state,draft state,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,draft_state_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
mergeability,mergeability,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,mergeability_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
merge_state,merge state,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,merge_state_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
