gate_id,gate_name,required_evidence,owner,second_reviewer,clean_path_requirement,exception_path_requirement,blocking_condition,result,evidence_reference,release_scope
PRODREADY-001,exact release identity,"Release-specific evidence for exact release identity; exact release, scope, owner, date, result, and limitations required.",Release owner or delegated production-readiness owner,PATRICK_K_SPOON_SR_CHIEF_OPERATIONS_OFFICER,PRODUCTION_READY_NO_EXCEPTIONS requires explicit zero-exception attestation across every gate.,"PRODUCTION_READY_WITH_EXPRESS_EXCEPTIONS requires exact exception inventory, residual-risk treatment, compensating controls, expiration, stop conditions, rollback conditions, Founder or authorized approval, and Independent Second Reviewer approval.","Missing, failed, stale, or contradicted evidence blocks production-readiness reliance for the affected release scope.",PRODUCTION_READINESS_NOT_ASSESSED,PRODUCTION_READINESS_ASSESSMENT_TEMPLATE.md,NO_RELEASE_SCOPE_ASSESSED_BY_THIS_DOCUMENTARY_PACKAGE
PRODREADY-002,feature scope,"Release-specific evidence for feature scope; exact release, scope, owner, date, result, and limitations required.",Release owner or delegated production-readiness owner,PATRICK_K_SPOON_SR_CHIEF_OPERATIONS_OFFICER,PRODUCTION_READY_NO_EXCEPTIONS requires explicit zero-exception attestation across every gate.,"PRODUCTION_READY_WITH_EXPRESS_EXCEPTIONS requires exact exception inventory, residual-risk treatment, compensating controls, expiration, stop conditions, rollback conditions, Founder or authorized approval, and Independent Second Reviewer approval.","Missing, failed, stale, or contradicted evidence blocks production-readiness reliance for the affected release scope.",PRODUCTION_READINESS_NOT_ASSESSED,PRODUCTION_READINESS_ASSESSMENT_TEMPLATE.md,NO_RELEASE_SCOPE_ASSESSED_BY_THIS_DOCUMENTARY_PACKAGE
PRODREADY-003,user scope,"Release-specific evidence for user scope; exact release, scope, owner, date, result, and limitations required.",Release owner or delegated production-readiness owner,PATRICK_K_SPOON_SR_CHIEF_OPERATIONS_OFFICER,PRODUCTION_READY_NO_EXCEPTIONS requires explicit zero-exception attestation across every gate.,"PRODUCTION_READY_WITH_EXPRESS_EXCEPTIONS requires exact exception inventory, residual-risk treatment, compensating controls, expiration, stop conditions, rollback conditions, Founder or authorized approval, and Independent Second Reviewer approval.","Missing, failed, stale, or contradicted evidence blocks production-readiness reliance for the affected release scope.",PRODUCTION_READINESS_NOT_ASSESSED,PRODUCTION_READINESS_ASSESSMENT_TEMPLATE.md,NO_RELEASE_SCOPE_ASSESSED_BY_THIS_DOCUMENTARY_PACKAGE
PRODREADY-004,data scope,"Release-specific evidence for data scope; exact release, scope, owner, date, result, and limitations required.",Release owner or delegated production-readiness owner,PATRICK_K_SPOON_SR_CHIEF_OPERATIONS_OFFICER,PRODUCTION_READY_NO_EXCEPTIONS requires explicit zero-exception attestation across every gate.,"PRODUCTION_READY_WITH_EXPRESS_EXCEPTIONS requires exact exception inventory, residual-risk treatment, compensating controls, expiration, stop conditions, rollback conditions, Founder or authorized approval, and Independent Second Reviewer approval.","Missing, failed, stale, or contradicted evidence blocks production-readiness reliance for the affected release scope.",PRODUCTION_READINESS_NOT_ASSESSED,PRODUCTION_READINESS_ASSESSMENT_TEMPLATE.md,NO_RELEASE_SCOPE_ASSESSED_BY_THIS_DOCUMENTARY_PACKAGE
PRODREADY-005,security,"Release-specific evidence for security; exact release, scope, owner, date, result, and limitations required.",Release owner or delegated production-readiness owner,PATRICK_K_SPOON_SR_CHIEF_OPERATIONS_OFFICER,PRODUCTION_READY_NO_EXCEPTIONS requires explicit zero-exception attestation across every gate.,"PRODUCTION_READY_WITH_EXPRESS_EXCEPTIONS requires exact exception inventory, residual-risk treatment, compensating controls, expiration, stop conditions, rollback conditions, Founder or authorized approval, and Independent Second Reviewer approval.","Missing, failed, stale, or contradicted evidence blocks production-readiness reliance for the affected release scope.",PRODUCTION_READINESS_NOT_ASSESSED,PRODUCTION_READINESS_ASSESSMENT_TEMPLATE.md,NO_RELEASE_SCOPE_ASSESSED_BY_THIS_DOCUMENTARY_PACKAGE
PRODREADY-006,privacy,"Release-specific evidence for privacy; exact release, scope, owner, date, result, and limitations required.",Release owner or delegated production-readiness owner,PATRICK_K_SPOON_SR_CHIEF_OPERATIONS_OFFICER,PRODUCTION_READY_NO_EXCEPTIONS requires explicit zero-exception attestation across every gate.,"PRODUCTION_READY_WITH_EXPRESS_EXCEPTIONS requires exact exception inventory, residual-risk treatment, compensating controls, expiration, stop conditions, rollback conditions, Founder or authorized approval, and Independent Second Reviewer approval.","Missing, failed, stale, or contradicted evidence blocks production-readiness reliance for the affected release scope.",PRODUCTION_READINESS_NOT_ASSESSED,PRODUCTION_READINESS_ASSESSMENT_TEMPLATE.md,NO_RELEASE_SCOPE_ASSESSED_BY_THIS_DOCUMENTARY_PACKAGE
PRODREADY-007,performance,"Release-specific evidence for performance; exact release, scope, owner, date, result, and limitations required.",Release owner or delegated production-readiness owner,PATRICK_K_SPOON_SR_CHIEF_OPERATIONS_OFFICER,PRODUCTION_READY_NO_EXCEPTIONS requires explicit zero-exception attestation across every gate.,"PRODUCTION_READY_WITH_EXPRESS_EXCEPTIONS requires exact exception inventory, residual-risk treatment, compensating controls, expiration, stop conditions, rollback conditions, Founder or authorized approval, and Independent Second Reviewer approval.","Missing, failed, stale, or contradicted evidence blocks production-readiness reliance for the affected release scope.",PRODUCTION_READINESS_NOT_ASSESSED,PRODUCTION_READINESS_ASSESSMENT_TEMPLATE.md,NO_RELEASE_SCOPE_ASSESSED_BY_THIS_DOCUMENTARY_PACKAGE
PRODREADY-008,reliability,"Release-specific evidence for reliability; exact release, scope, owner, date, result, and limitations required.",Release owner or delegated production-readiness owner,PATRICK_K_SPOON_SR_CHIEF_OPERATIONS_OFFICER,PRODUCTION_READY_NO_EXCEPTIONS requires explicit zero-exception attestation across every gate.,"PRODUCTION_READY_WITH_EXPRESS_EXCEPTIONS requires exact exception inventory, residual-risk treatment, compensating controls, expiration, stop conditions, rollback conditions, Founder or authorized approval, and Independent Second Reviewer approval.","Missing, failed, stale, or contradicted evidence blocks production-readiness reliance for the affected release scope.",PRODUCTION_READINESS_NOT_ASSESSED,PRODUCTION_READINESS_ASSESSMENT_TEMPLATE.md,NO_RELEASE_SCOPE_ASSESSED_BY_THIS_DOCUMENTARY_PACKAGE
PRODREADY-009,rollback capability,"Release-specific evidence for rollback capability; exact release, scope, owner, date, result, and limitations required.",Release owner or delegated production-readiness owner,PATRICK_K_SPOON_SR_CHIEF_OPERATIONS_OFFICER,PRODUCTION_READY_NO_EXCEPTIONS requires explicit zero-exception attestation across every gate.,"PRODUCTION_READY_WITH_EXPRESS_EXCEPTIONS requires exact exception inventory, residual-risk treatment, compensating controls, expiration, stop conditions, rollback conditions, Founder or authorized approval, and Independent Second Reviewer approval.","Missing, failed, stale, or contradicted evidence blocks production-readiness reliance for the affected release scope.",PRODUCTION_READINESS_NOT_ASSESSED,PRODUCTION_READINESS_ASSESSMENT_TEMPLATE.md,NO_RELEASE_SCOPE_ASSESSED_BY_THIS_DOCUMENTARY_PACKAGE
PRODREADY-010,observability,"Release-specific evidence for observability; exact release, scope, owner, date, result, and limitations required.",Release owner or delegated production-readiness owner,PATRICK_K_SPOON_SR_CHIEF_OPERATIONS_OFFICER,PRODUCTION_READY_NO_EXCEPTIONS requires explicit zero-exception attestation across every gate.,"PRODUCTION_READY_WITH_EXPRESS_EXCEPTIONS requires exact exception inventory, residual-risk treatment, compensating controls, expiration, stop conditions, rollback conditions, Founder or authorized approval, and Independent Second Reviewer approval.","Missing, failed, stale, or contradicted evidence blocks production-readiness reliance for the affected release scope.",PRODUCTION_READINESS_NOT_ASSESSED,PRODUCTION_READINESS_ASSESSMENT_TEMPLATE.md,NO_RELEASE_SCOPE_ASSESSED_BY_THIS_DOCUMENTARY_PACKAGE
