"label_1","label_2","review_cycle","lane_id","thread_id","source_thread_id","runtime_provenance","started_utc","generated_utc","ledger_id","work_item","required_denominator","completed_denominator","status","result","evidence_links","limitations","self_audit","completion_attestation","output_hash_reference"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-001","Read complete controlling CMT-08 prompt before acting","13 lines","13 lines","COMPLETED","Prompt read in full; non-agent identity write boundary and seven required outputs recorded.","lane_prompts/CMT-08_PROMPT.md:1-13","None.","PASS","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-002","Read controlling directive and review plan","2 artifacts","2 artifacts","COMPLETED","Directive classifications severities final dispositions scope and Founder boundary extracted.","frozen_review_object/EquineSync_Identity_Relationships_Controlled_Multi_Thread_Review_Handoff_V1_0_0/directive/CODEX_CONTROLLED_MULTI_THREAD_REVIEW_DIRECTIVE.md;../../CONTROLLED_THREAD_REVIEW_PLAN.md","None.","PASS","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-003","Confirm CMT-01 through CMT-07 completion and provenance","7 lanes","7 lanes","COMPLETED","All preserved lane reports manifests ledgers and substantive CSV outputs inventoried; manifest SHA-256 values recorded.","../CMT-01/OUTPUT_MANIFEST.json;../CMT-02/OUTPUT_MANIFEST.json;../CMT-03/OUTPUT_MANIFEST.json;../CMT-04/OUTPUT_MANIFEST.json;../CMT-05/OUTPUT_MANIFEST.json;../CMT-06/OUTPUT_MANIFEST.json;../CMT-07/OUTPUT_MANIFEST.json","Some lanes did not expose a distinct current thread UUID; the absence is explicit in PROPOSED_DISPOSITION.json.","PASS","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-004","Preserve CMT-01 integrity dissent and separate dimensions","4 dimensions","4 dimensions","COMPLETED_WITH_LIMITATION","Byte integrity PASS; authority/lifecycle OPEN; directory immutability OPEN; procedural segregation COMPLETE_WITH_DISCLOSED_LIMITATIONS.","../CMT-01/LANE_REPORT.md;../CMT-06/LANE_REPORT.md;DISSENT_REGISTER.csv:CMT08-D-001..003","CMT-08 did not re-perform network verification or change permissions.","PASS: no silent override.","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-005","Synthesize Identity findings","CMT-02 plus independent/frozen support","Complete","COMPLETED","Two P0 and nine Identity or cross-domain P1 groups retained; proposed corrections not self-approved.","../CMT-02/LANE_REPORT.md;../CMT-04/LANE_REPORT.md;../CMT-05/LANE_REPORT.md;../CMT-07/LANE_REPORT.md;SYNTHESIZED_FINDINGS.csv","No legal or runtime determination.","PASS","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-006","Synthesize Relationships findings","CMT-03 plus independent/frozen support","Complete","COMPLETED_WITH_LIMITATION","Exact recommendation copying preserved; broader Founder-decision coverage dissent and five Relationships P1 groups retained.","../CMT-03/LANE_REPORT.md;../CMT-04/LANE_REPORT.md;../CMT-05/LANE_REPORT.md;DISSENT_REGISTER.csv:CMT08-D-004;SYNTHESIZED_FINDINGS.csv","CMT-03 and CMT-04 use different semantic denominators; both are preserved.","PASS: no silent override.","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-007","Reconcile cross-domain contracts sources lifecycle adversarial and golden-path evidence","5 areas","5 areas","COMPLETED_WITH_LIMITATION","Contract alignment 0/12 and source/lifecycle gaps remain; 13/13 documentary paths preserved without readiness inference.","../CMT-04/CROSS_DOMAIN_TRACEABILITY.csv;../CMT-05/ADVERSARIAL_RESULTS.csv;../CMT-06/REFERENCE_AND_COVERAGE_RESULTS.csv;../CMT-07/LANE_REPORT.md","No application execution or external assurance.","PASS","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-008","Normalize and deduplicate findings","25 adverse groups plus 3 positive findings","28 rows","COMPLETED","Open rollup P0=2 P1=16 P2=7; positive findings have blank severity and are excluded from counts.","SYNTHESIZED_FINDINGS.csv","Counts are synthesized groups not summed lane rows.","PASS: directive classifications and severities only.","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-009","Create independently supported proposed redlines","19 proposed actions","19 proposed actions","COMPLETED_WITH_LIMITATION","Every proposal cites preserved lane support and frozen evidence; all remain PROPOSED_NOT_APPROVED and require fresh review.","PROPOSED_REDLINE_REGISTER.csv","CMT08-PR-016 carries explicit CMT-03/CMT-04 method dissent; material choices remain Founder-reserved.","PASS: no frozen ADR changed.","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-010","Preserve and reconcile dissent","8 dissent items","8 dissent items","COMPLETED_WITH_LIMITATION","All identified integrity semantic denominator coverage severity and terminology reconciliations are attributed and preserved.","DISSENT_REGISTER.csv","Reconciliation does not waive underlying open findings.","PASS: no lane output rewritten.","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-011","Select exactly one directive-listed proposed disposition","1 required","1 selected","COMPLETED","IDENTITY_AND_RELATIONSHIPS_REQUIRE_BOUNDED_REMEDIATION selected because both domains have open P0/P1 and no observed package-byte or cross-lane contamination failure was established.","PROPOSED_DISPOSITION.json;LANE_REPORT.md","Coordinator and Founder retain final packaging and decision authority.","PASS: exactly one directive-listed value.","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-012","Enforce prohibited-action boundary","0 prohibited actions allowed","0 performed","COMPLETED","No network application database provider production Git mutation Founder decision ratification implementation PR merge tag release deployment or F-0001 closure.","LANE_REPORT.md;PROPOSED_DISPOSITION.json","Read-only shell checks and lane-local apply_patch writes only.","PASS","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-013","Create exact required output set","7 files","7 files","COMPLETED","All seven named CMT-08 deliverables created with apply_patch in the authorized directory only.","LANE_REPORT.md;SYNTHESIZED_FINDINGS.csv;PROPOSED_REDLINE_REGISTER.csv;DISSENT_REGISTER.csv;PROPOSED_DISPOSITION.json;WORK_COMPLETENESS_LEDGER.csv;OUTPUT_MANIFEST.json","Manifest finalized after non-manifest hashes.","PASS","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
"NON_AGENT_CONTROLLED_THREAD_REVIEW","NOT_ES_RA_AGENT_EVIDENCE","ES-REV-2026-002","CMT-08","019f811f-155f-7eb1-90eb-60b7f9bba4d5","019f8104-9235-7f03-8a3e-c68d4b199e09","Codex desktop generic controlled thread; GPT-5 family; exact model identifier not exposed","2026-07-20T20:02:05Z","2026-07-20T20:06:25Z","CMT08-W-014","Validate syntax counts labels references hashes and manifest self-hash","All 7 outputs","All 7 outputs","COMPLETED","CSV and JSON strict parsing classification/severity/disposition checks cross-reference checks required-label checks file inventory SHA-256 values and normalized manifest self-hash completed.","OUTPUT_MANIFEST.json","Validation is documentary and structural not external schema certification.","PASS","CMT_08_SEGREGATED_SYNTHESIS_COMPLETE_WITH_OPEN_P0_P1_REMEDIATION_REQUIRED","OUTPUT_MANIFEST.json"
