field_name,definition,data_type,required_or_optional,permitted_values,null_treatment,source_of_truth,validation_rule,example,prohibited_use,relationship_to_other_registers
record_id,record id,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,06_FINDINGS_RISKS_EXCEPTIONS_WAIVERS/FINDINGS_RISKS_EXCEPTIONS_WAIVERS_REGISTER.csv,required column present; non-empty unless explicitly allowed,example_record_id,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
record_classification,record classification,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,06_FINDINGS_RISKS_EXCEPTIONS_WAIVERS/FINDINGS_RISKS_EXCEPTIONS_WAIVERS_REGISTER.csv,required column present; non-empty unless explicitly allowed,example_record_classification,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
originating_source,originating source,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,06_FINDINGS_RISKS_EXCEPTIONS_WAIVERS/FINDINGS_RISKS_EXCEPTIONS_WAIVERS_REGISTER.csv,required column present; non-empty unless explicitly allowed,example_originating_source,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
affected_requirement_or_control,affected requirement or control,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,06_FINDINGS_RISKS_EXCEPTIONS_WAIVERS/FINDINGS_RISKS_EXCEPTIONS_WAIVERS_REGISTER.csv,required column present; non-empty unless explicitly allowed,example_affected_requirement_or_control,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
affected_product_surface,affected product surface,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,06_FINDINGS_RISKS_EXCEPTIONS_WAIVERS/FINDINGS_RISKS_EXCEPTIONS_WAIVERS_REGISTER.csv,required column present; non-empty unless explicitly allowed,example_affected_product_surface,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
affected_actors,affected actors,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,06_FINDINGS_RISKS_EXCEPTIONS_WAIVERS/FINDINGS_RISKS_EXCEPTIONS_WAIVERS_REGISTER.csv,required column present; non-empty unless explicitly allowed,example_affected_actors,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
severity,severity,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,06_FINDINGS_RISKS_EXCEPTIONS_WAIVERS/FINDINGS_RISKS_EXCEPTIONS_WAIVERS_REGISTER.csv,required column present; non-empty unless explicitly allowed,example_severity,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
severity_rationale,severity rationale,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,06_FINDINGS_RISKS_EXCEPTIONS_WAIVERS/FINDINGS_RISKS_EXCEPTIONS_WAIVERS_REGISTER.csv,required column present; non-empty unless explicitly allowed,example_severity_rationale,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
likelihood,likelihood,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,06_FINDINGS_RISKS_EXCEPTIONS_WAIVERS/FINDINGS_RISKS_EXCEPTIONS_WAIVERS_REGISTER.csv,required column present; non-empty unless explicitly allowed,example_likelihood,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
impact,impact,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,06_FINDINGS_RISKS_EXCEPTIONS_WAIVERS/FINDINGS_RISKS_EXCEPTIONS_WAIVERS_REGISTER.csv,required column present; non-empty unless explicitly allowed,example_impact,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
