command_id,phase,command_or_probe,observed_exit,expected_interpretation,result
A04-FORMAL-GIT-HEAD,formal no-provider preflight,"[""/usr/bin/git"",""-c"",""core.hooksPath=/dev/null"",""-c"",""credential.helper="",""-c"",""protocol.allow=never"",""-C"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_execution.nosync/EquineSync-V4"",""rev-parse"",""HEAD""]",0,local/static command only; exact processes captured in formal preflight JSON,PASS
A04-FORMAL-GIT-BRANCH,formal no-provider preflight,"[""/usr/bin/git"",""-c"",""core.hooksPath=/dev/null"",""-c"",""credential.helper="",""-c"",""protocol.allow=never"",""-C"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_execution.nosync/EquineSync-V4"",""branch"",""--show-current""]",0,local/static command only; exact processes captured in formal preflight JSON,PASS
A04-FORMAL-GIT-REMOTE,formal no-provider preflight,"[""/usr/bin/git"",""-c"",""core.hooksPath=/dev/null"",""-c"",""credential.helper="",""-c"",""protocol.allow=never"",""-C"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_execution.nosync/EquineSync-V4"",""remote"",""get-url"",""origin""]",0,local/static command only; exact processes captured in formal preflight JSON,PASS
A04-FORMAL-ATTEMPT03-DIFF,formal no-provider preflight,"[""/usr/bin/git"",""-c"",""core.hooksPath=/dev/null"",""-c"",""credential.helper="",""-c"",""protocol.allow=never"",""-C"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_execution.nosync/EquineSync-V4"",""diff"",""--exit-code"",""34c427c0196d3f8273ac3ea88ad05a2bbe5a2c29"",""--"",""governance/founder_orchestrated_review/phase1/V1.0.0/pilot_a/mode_b_configuration_identified_execution/attempt-03""]",0,local/static command only; exact processes captured in formal preflight JSON,PASS
A04-FORMAL-GIT-STATUS,formal no-provider preflight,"[""/usr/bin/git"",""-c"",""core.hooksPath=/dev/null"",""-c"",""credential.helper="",""-c"",""protocol.allow=never"",""-C"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_execution.nosync/EquineSync-V4"",""status"",""--porcelain=v1"",""--untracked-files=all""]",0,local/static command only; exact processes captured in formal preflight JSON,PASS
A04-FORMAL-PACKET-VERIFY,formal no-provider preflight,"[""/Library/Frameworks/Python.framework/Versions/3.14/bin/python3"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_execution.nosync/EquineSync-V4/governance/founder_orchestrated_review/phase1/V1.0.0/pilot_a/mode_b_configuration_identified_execution/attempt-04/scripts/verify_attempt04_packets.py""]",0,local/static command only; exact processes captured in formal preflight JSON,PASS
A04-FORMAL-ES-RA-02,formal no-provider preflight,"[""/Users/rianray/.npm-global/bin/codex"",""sandbox"",""-P"",""attempt04_probe"",""-C"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-02"",""-c"",""permissions.attempt04_probe={filesystem={\"":minimal\""=\""read\"",\""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-02\""=\""read\"",\""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_outputs/ES-RA-02\""=\""write\"",\""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_preflight.nosync\""=\""read\"",\""/Library/Frameworks/Python.framework/Versions/3.14\""=\""read\""},network={enabled=false}}"",""-c"",""shell_environment_policy.inherit=\""none\"""",""--log-denials"",""/Library/Frameworks/Python.framework/Versions/3.14/bin/python3"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_preflight.nosync/static_role_probe.py"",""ES-RA-02"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-02"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_outputs/ES-RA-02"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-03"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_outputs/ES-RA-03"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/hidden_oracle/MODE_B_ATTEMPT_04_HIDDEN_DEFECT_ORACLE.csv"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/synthetic_credential_canary/SYNTHETIC_CREDENTIAL_CANARY.txt"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/orchestration_control/ORCHESTRATION_CANARY.txt"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/unrelated_canary/UNRELATED_CANARY.txt""]",0,local/static command only; exact processes captured in formal preflight JSON,PASS
A04-FORMAL-ES-RA-03,formal no-provider preflight,"[""/Users/rianray/.npm-global/bin/codex"",""sandbox"",""-P"",""attempt04_probe"",""-C"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-03"",""-c"",""permissions.attempt04_probe={filesystem={\"":minimal\""=\""read\"",\""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-03\""=\""read\"",\""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_outputs/ES-RA-03\""=\""write\"",\""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_preflight.nosync\""=\""read\"",\""/Library/Frameworks/Python.framework/Versions/3.14\""=\""read\""},network={enabled=false}}"",""-c"",""shell_environment_policy.inherit=\""none\"""",""--log-denials"",""/Library/Frameworks/Python.framework/Versions/3.14/bin/python3"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_preflight.nosync/static_role_probe.py"",""ES-RA-03"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-03"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_outputs/ES-RA-03"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-04"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_outputs/ES-RA-04"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/hidden_oracle/MODE_B_ATTEMPT_04_HIDDEN_DEFECT_ORACLE.csv"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/synthetic_credential_canary/SYNTHETIC_CREDENTIAL_CANARY.txt"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/orchestration_control/ORCHESTRATION_CANARY.txt"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/unrelated_canary/UNRELATED_CANARY.txt""]",0,local/static command only; exact processes captured in formal preflight JSON,PASS
A04-FORMAL-ES-RA-04,formal no-provider preflight,"[""/Users/rianray/.npm-global/bin/codex"",""sandbox"",""-P"",""attempt04_probe"",""-C"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-04"",""-c"",""permissions.attempt04_probe={filesystem={\"":minimal\""=\""read\"",\""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-04\""=\""read\"",\""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_outputs/ES-RA-04\""=\""write\"",\""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_preflight.nosync\""=\""read\"",\""/Library/Frameworks/Python.framework/Versions/3.14\""=\""read\""},network={enabled=false}}"",""-c"",""shell_environment_policy.inherit=\""none\"""",""--log-denials"",""/Library/Frameworks/Python.framework/Versions/3.14/bin/python3"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_preflight.nosync/static_role_probe.py"",""ES-RA-04"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-04"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_outputs/ES-RA-04"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-05"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_outputs/ES-RA-05"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/hidden_oracle/MODE_B_ATTEMPT_04_HIDDEN_DEFECT_ORACLE.csv"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/synthetic_credential_canary/SYNTHETIC_CREDENTIAL_CANARY.txt"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/orchestration_control/ORCHESTRATION_CANARY.txt"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/unrelated_canary/UNRELATED_CANARY.txt""]",0,local/static command only; exact processes captured in formal preflight JSON,PASS
A04-FORMAL-ES-RA-05,formal no-provider preflight,"[""/Users/rianray/.npm-global/bin/codex"",""sandbox"",""-P"",""attempt04_probe"",""-C"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-05"",""-c"",""permissions.attempt04_probe={filesystem={\"":minimal\""=\""read\"",\""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-05\""=\""read\"",\""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_outputs/ES-RA-05\""=\""write\"",\""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_preflight.nosync\""=\""read\"",\""/Library/Frameworks/Python.framework/Versions/3.14\""=\""read\""},network={enabled=false}}"",""-c"",""shell_environment_policy.inherit=\""none\"""",""--log-denials"",""/Library/Frameworks/Python.framework/Versions/3.14/bin/python3"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_preflight.nosync/static_role_probe.py"",""ES-RA-05"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-05"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_outputs/ES-RA-05"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_inputs/ES-RA-02"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/role_outputs/ES-RA-02"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/hidden_oracle/MODE_B_ATTEMPT_04_HIDDEN_DEFECT_ORACLE.csv"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/synthetic_credential_canary/SYNTHETIC_CREDENTIAL_CANARY.txt"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/orchestration_control/ORCHESTRATION_CANARY.txt"",""/Users/rianray/Documents/Codex/2026-07-21/files-mentioned-by-the-user-equinesync/work/modeb_attempt_04_runtime.nosync/unrelated_canary/UNRELATED_CANARY.txt""]",0,local/static command only; exact processes captured in formal preflight JSON,PASS
