source_id,exact_title,artifact_class,version,repository_path,git_blob,source_commit,sha256,byte_length,lifecycle_state,authority_state,relevant_section,predecessor,successor,current_or_historical_status,unresolved_conflict
SRC-0001,Canon Historical Provenance Exception Ledger,CONSTITUTIONAL_GOVERNANCE_SOURCE,UNSPECIFIED_VERSION,docs/canon/CANON_HISTORICAL_PROVENANCE_EXCEPTION_LEDGER.md,41126311af79f4e01ec7e0858a6e5bc2823f698e,1eb384d80daa700ba2e71ee42872cc9bba926332,4e4c1cbc42539b4e721675f6f7c39f9ed1483389f2c38fa61e647836d7a686e0,6516,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0002,EquineSync Canon Index,CONSTITUTIONAL_GOVERNANCE_SOURCE,UNSPECIFIED_VERSION,docs/canon/CANON_INDEX.md,42cc6abd107c22fc4db3613dda3ba3f2d0500f3b,1eb384d80daa700ba2e71ee42872cc9bba926332,4fa4e10369389728aa9116d9cfeece59b468a8dfe62f0a2088141a52a101ea4a,32452,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0003,CODEX_CANON_APPLICATION_GUIDE.md,CONSTITUTIONAL_GOVERNANCE_SOURCE,UNSPECIFIED_VERSION,docs/canon/CODEX_CANON_APPLICATION_GUIDE.md,641a6ba31d468eec53e14de21b5d2ef939638468,1eb384d80daa700ba2e71ee42872cc9bba926332,8bfb1f213931eca8e6d4955374ec130e0439bdd2c9f923b1ecc87fe6e52d8e35,25391,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0004,MASTER_AI_FOUNDER_DECISION_REGISTER_V2_0,CONSTITUTIONAL_GOVERNANCE_SOURCE,V2.0,docs/canon/MASTER_AI_FOUNDER_DECISION_REGISTER_V2_0.json,787244b39e79c28715dc14c21e1f436fc69726f9,1eb384d80daa700ba2e71ee42872cc9bba926332,6ad000d6da464bb6c50b4b88dc467c8418203910c8150ff921e821dcd679f6ef,20777,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0005,Master AI Founder Decision Register V2.0,CONSTITUTIONAL_GOVERNANCE_SOURCE,V2.0,docs/canon/MASTER_AI_FOUNDER_DECISION_REGISTER_V2_0.md,c8037a4aacb84742521ff598888a25819d8f1a1a,1eb384d80daa700ba2e71ee42872cc9bba926332,d414acd661b2cf1eb22662331b12c795f89b2ff012b42423589ad953907c4e7d,11477,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0006,MASTER_AI_GOVERNANCE_AND_DECISION_BOUNDARY_MODEL_V2_0,CONSTITUTIONAL_GOVERNANCE_SOURCE,V2.0,docs/canon/MASTER_AI_GOVERNANCE_AND_DECISION_BOUNDARY_MODEL_V2_0.docx,8e4134eb8acddd0b258b6c02b071bd396cd0b1c7,1eb384d80daa700ba2e71ee42872cc9bba926332,414e912c9caec58573558a5fa3e7519db59506b7a903879db3af33e840c0d1e8,140809,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0007,MASTER_AI_OPERATING_SYSTEM.md,CONSTITUTIONAL_GOVERNANCE_SOURCE,UNSPECIFIED_VERSION,docs/canon/MASTER_AI_OPERATING_SYSTEM.md,438e990bec486534cefcb7d870c759145b1297b8,1eb384d80daa700ba2e71ee42872cc9bba926332,09d79c809d1261ad6cfc15a6759267fd0bbea080bc2ac40c8c144a7cc6abc68d,43676,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0008,MASTER_ANALYTICS_FRAMEWORK.md,CONSTITUTIONAL_GOVERNANCE_SOURCE,UNSPECIFIED_VERSION,docs/canon/MASTER_ANALYTICS_FRAMEWORK.md,3b56389c0bedec19a6c1eb53eef9727ed926e5bf,1eb384d80daa700ba2e71ee42872cc9bba926332,89cef004d3ea0aee666bdaa577adc771f6a6efd3f84de207c31ef9c6e45cc9ff,43390,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0009,Master ATLAS Governance,CONSTITUTIONAL_GOVERNANCE_SOURCE,UNSPECIFIED_VERSION,docs/canon/MASTER_ATLAS_GOVERNANCE.md,0489a7299a561573c2e79227528da61388430d18,1eb384d80daa700ba2e71ee42872cc9bba926332,b7ba4f7537fcbc7628f82a001e7495982c0164c88f552567ae1f3ec3e2a05729,8863,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0010,MASTER_BARN_LIFECYCLE.md,CONSTITUTIONAL_GOVERNANCE_SOURCE,UNSPECIFIED_VERSION,docs/canon/MASTER_BARN_LIFECYCLE.md,8a4db858524fa86c5b93fcdba7cabf1ea791571c,1eb384d80daa700ba2e71ee42872cc9bba926332,3e7428771d3d8868e801e80551912a8f6284f5a4d53698d170d4b67b3be13553,42487,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0011,MASTER_BUSINESS_LIFECYCLE.md,CONSTITUTIONAL_GOVERNANCE_SOURCE,UNSPECIFIED_VERSION,docs/canon/MASTER_BUSINESS_LIFECYCLE.md,ba02d485486a760cfa29be1cfb4522c08017a1bb,1eb384d80daa700ba2e71ee42872cc9bba926332,063339ec8b8aab20908742675013692de2dbb56f018939bac71371b8366d2466,47312,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0012,"MASTER CLAIMS, DISPUTES, AND AUTHORITY MODEL",CONSTITUTIONAL_GOVERNANCE_SOURCE,V2.0,docs/canon/MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_V2_0.md,4ca3a84adb2cbeba6d6ad43ef69bb28b324550d9,1eb384d80daa700ba2e71ee42872cc9bba926332,def33679b38b25ab5bbe0fc5c9c78a4fe8d505533d9c1d91a37035735f283ab4,62194,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0013,MASTER_ECOSYSTEM_MODEL.md,CONSTITUTIONAL_GOVERNANCE_SOURCE,UNSPECIFIED_VERSION,docs/canon/MASTER_ECOSYSTEM_MODEL.md,b2c14944577cb1beeeb2ecfcef036d505e9412e7,1eb384d80daa700ba2e71ee42872cc9bba926332,4344294c05b4b5483ff23497f198edb18e8bcb54d93410266791a57809107533,33395,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0014,MASTER EXTERNAL ARCHITECTURE AND ADAPTER MODEL,CONSTITUTIONAL_GOVERNANCE_SOURCE,V2.0,docs/canon/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0.md,a36fa3c5f627d681901d9e8819239ffe11e289a0,1eb384d80daa700ba2e71ee42872cc9bba926332,0cdad90cb5929588ee137e9835f6b499c3651159381960fbfad436dfcd0fa18d,64879,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0016,Master External Architecture and Adapter Model V2.0 Adoption Report,CONSTITUTIONAL_GOVERNANCE_SOURCE,V2.0,docs/canon/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_ADOPTION_REPORT.md,4ab7771e000c13c5099e101f220e771ed57d6d50,1eb384d80daa700ba2e71ee42872cc9bba926332,3b3ac9df2cf4497674b71e91d8ad5188674b7aac9152365b16c8ef3a5a57d110,2230,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0018,Master External Architecture and Adapter Model V2.0 Final Lock Report,CONSTITUTIONAL_GOVERNANCE_SOURCE,V2.0,docs/canon/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_FINAL_LOCK_REPORT.md,368148be0bf33e0223dbbf929fcf82693a80b777,1eb384d80daa700ba2e71ee42872cc9bba926332,05a6805641909f67fa721890baee9682a62b93ad55b41c24602e52ca93a7d672,1848,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0019,Master Facility Domain Model,CONSTITUTIONAL_GOVERNANCE_SOURCE,UNSPECIFIED_VERSION,docs/canon/MASTER_FACILITY_DOMAIN_MODEL.md,5c01d6d6bae35d7bb26b4b41727e594a79693679,1eb384d80daa700ba2e71ee42872cc9bba926332,ee97b61290d7552a9907df14db25b2a3b4a8a32a57871adca6ce0e373b5c712b,6268,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0020,MASTER FINANCIAL TRUTH AND RESPONSIBILITY MODEL,CONSTITUTIONAL_GOVERNANCE_SOURCE,V2.1,docs/canon/MASTER_FINANCIAL_TRUTH_AND_RESPONSIBILITY_MODEL_V2_1.md,aadfa9fe8d3bc822ab31966f4e1de2701a9050aa,1eb384d80daa700ba2e71ee42872cc9bba926332,0a5302bba0240ba6acd9871b7453916ff212f91ce2f1622b9a4e236701f52604,52459,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0021,MASTER_HORSE_LIFECYCLE.md,CONSTITUTIONAL_GOVERNANCE_SOURCE,UNSPECIFIED_VERSION,docs/canon/MASTER_HORSE_LIFECYCLE.md,e0b37c7d9c32030f80e52340bc3c85139c54d25a,1eb384d80daa700ba2e71ee42872cc9bba926332,cd47c8fe3e76eee067594f38efd45265929d279c4d1fd9dc2a70e16fea976391,41680,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0022,MASTER HORSE TRANSFER AND CONTINUITY POLICY,CONSTITUTIONAL_GOVERNANCE_SOURCE,UNSPECIFIED_VERSION,docs/canon/MASTER_HORSE_TRANSFER_AND_CONTINUITY_POLICY.md,4c5af4e43db0d3a1c760ced7c4553470275ab6d0,1eb384d80daa700ba2e71ee42872cc9bba926332,a54fd42261d99819f26ac77a6e207f121049a3c4f6d2e69e3b6e7b5167435c6b,99141,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
SRC-0023,Master Horse Transfer and Continuity Policy Adoption Report,CONSTITUTIONAL_GOVERNANCE_SOURCE,UNSPECIFIED_VERSION,docs/canon/MASTER_HORSE_TRANSFER_AND_CONTINUITY_POLICY_ADOPTION_REPORT.md,32302ebf4f0e58d83a82b674b0635c5ba03a46b0,1eb384d80daa700ba2e71ee42872cc9bba926332,07e7404839ff3fbde4d64cbde01861d35bf9ac3999bcd74ca1eef80583cd4b70,1878,PROTECTED_CURRENT,DOCUMENTARY_CONTEXT_ONLY,FULL_ARTIFACT_OR_REGISTER_ROW_LEVEL_REVIEW_REQUIRED,NOT_DETERMINED_BY_THIS_ROW,NOT_DETERMINED_BY_THIS_ROW,CURRENT_PROTECTED_REPOSITORY_BYTES,NONE_RECORDED_IN_THIS_ROW
